Picture Name,Label,N=3,N=5,N=11,N=21,,
03708,La Leu Bank Hause,0.333333,0.333333,0.333333,0.333333,,
03709,La Leu Bank Hause,0,0,0,0,,
03710,La Leu Bank Hause,0,0,0,0,,
03801,Building 9- Str. Splaiul Nicolae Titulescu,0,0,0,0,,
03802,Building 9- Str. Splaiul Nicolae Titulescu,0,0,0,0,,
03803,Building 9- Str. Splaiul Nicolae Titulescu,0,0,0,0,,
03804,Building 9- Str. Splaiul Nicolae Titulescu,0,0,0,0,,
03805,Building 9- Str. Splaiul Nicolae Titulescu,0,0,0,0.0625,,
03901,Roman Catholic Church in Elisabetin,0,0,0,0,,
03902,Roman Catholic Church in Elisabetin,0,0,0,0,,
03903,Roman Catholic Church in Elisabetin,0,0,0,0,,
03904,Roman Catholic Church in Elisabetin,0,0,0,0,,
03905,Roman Catholic Church in Elisabetin,0,0,0,0,,
04001,Timisoara Garrison Command,0,0,0.1,0.1,,
04002,Timisoara Garrison Command,0,0,0,0,,
04003,Timisoara Garrison Command,0,0,0,0,,
04004,Timisoara Garrison Command,0,0,0,0,,
04005,Timisoara Garrison Command,0,0,0,0,,
04006,Timisoara Garrison Command,0,0,0,0.0526316,,
04007,Timisoara Garrison Command,0,0,0.1,0.1,,
04008,Timisoara Garrison Command,0,0,0,0.0769231,,
04009,Timisoara Garrison Command,0,0,0,0,,
04010,Timisoara Garrison Command,0,0,0.0909091,0.0909091,,
04011,Timisoara Garrison Command,0,0,0,0.108333,,
04101,La Elefant Hause,0,0,0,0,,
04102,La Elefant Hause,0,0,0,0,,
04103,La Elefant Hause,0,0,0.0909091,0.0909091,,
04104,La Elefant Hause,0,0,0,0,,
04105,La Elefant Hause,0,0,0,0,,
04106,La Elefant Hause,0,0,0,0,,
04107,La Elefant Hause,0,0,0,0,,
04108,La Elefant Hause,0,0,0,0,,
04109,La Elefant Hause,0,0,0,0,,
04110,La Elefant Hause,0,0,0,0,,
04111,La Elefant Hause,0,0,0,0,,
04201,Military Casino of Timisoara,0,0,0,0.0625,,
04202,Military Casino of Timisoara,0.5,0.5,0.5,0.326923,,
04203,Military Casino of Timisoara,0.5,0.5,0.375,0.375,,
04204,Military Casino of Timisoara,0,0,0,0,,
04205,Military Casino of Timisoara,0,0,0,0.0833333,,
04206,Military Casino of Timisoara,1,1,1,1,,
04207,Military Casino of Timisoara,1,1,1,0.547619,,
04208,Military Casino of Timisoara,0,0,0,0,,
04209,Military Casino of Timisoara,0,0,0,0.0588235,,
04210,Military Casino of Timisoara,0,0,0,0,,
04211,Military Casino of Timisoara,0,0,0,0,,
04301,Diamond Roullete Palace,0,0,0,0,,
04302,Diamond Roullete Palace,0,0,0.1,0.1,,
04303,Diamond Roullete Palace,0.333333,0.333333,0.309524,0.283929,,
04304,Diamond Roullete Palace,1,1,1,1,,
04305,Diamond Roullete Palace,0,0,0,0,,
04306,Diamond Roullete Palace,0,0.25,0.25,0.183824,,
04307,Diamond Roullete Palace,0,0,0,0,,
04308,Diamond Roullete Palace,0,0,0,0.0833333,,
04309,Diamond Roullete Palace,0,0,0,0,,
04310,Diamond Roullete Palace,1,1,1,1,,
04311,Diamond Roullete Palace,1,1,1,1,,
04401,Building 3 Str. V. Alecsandri,0,0,0,0,,
04402,Building 3 Str. V. Alecsandri,0,0,0,0.0526316,,
04403,Building 3 Str. V. Alecsandri,0.5,0.5,0.5,0.5,,
04404,Building 3 Str. V. Alecsandri,0,0,0,0,,
04405,Building 3 Str. V. Alecsandri,0,0,0,0,,
04501,Catharina Hertl Hause,0,0,0,0.0769231,,
04502,Catharina Hertl Hause,0,0,0,0,,
04503,Catharina Hertl Hause,1,1,1,0.583333,,
04504,Catharina Hertl Hause,1,1,1,1,,
04505,Catharina Hertl Hause,0,0,0,0,,
04506,Catharina Hertl Hause,0,0,0,0.100962,,
04507,Catharina Hertl Hause,0,0,0,0,,
04508,Catharina Hertl Hause,0,0,0,0,,
04509,Catharina Hertl Hause,1,1,1,1,,
04510,Catharina Hertl Hause,1,1,1,1,,
04601,Building 6 Str. Lucian Blaga,0.5,0.5,0.5,0.5,,
04602,Building 6 Str. Lucian Blaga,1,1,0.833333,0.701923,,
04603,Building 6 Str. Lucian Blaga,0,0.2,0.266667,0.249849,,
04604,Building 6 Str. Lucian Blaga,0,0,0,0,,
04605,Building 6 Str. Lucian Blaga,0.833333,0.833333,0.646465,0.540404,,
04606,Building 6 Str. Lucian Blaga,1,0.866667,0.816667,0.816667,,
04701,Building 1 Str. Vasile Alecsandri,0,0,0,0,,
04702,Building 1 Str. Vasile Alecsandri,0,0,0,0,,
04703,Building 1 Str. Vasile Alecsandri,1,0.75,0.75,0.558824,,
04704,Building 1 Str. Vasile Alecsandri,1,0.916667,0.916667,0.916667,,
04705,Building 1 Str. Vasile Alecsandri,1,0.916667,0.916667,0.916667,,
04706,Building 1 Str. Vasile Alecsandri,0.333333,0.366667,0.366667,0.297076,,
04801,Art Museum Timisoara,0,0,0,0,,
04802,Art Museum Timisoara,0,0,0,0,,
04803,Art Museum Timisoara,0,0,0.171429,0.185714,,
04804,Art Museum Timisoara,0,0,0,0.0666667,,
04805,Art Museum Timisoara,0,0,0,0,,
04806,Art Museum Timisoara,0,0,0.125,0.125,,
04807,Art Museum Timisoara,0,0,0,0,,
04808,Art Museum Timisoara,1,1,1,1,,
04809,Art Museum Timisoara,0,0,0,0,,
04810,Art Museum Timisoara,0,0.25,0.267857,0.267857,,
04811,Art Museum Timisoara,0,0,0,0.0625,,
04812,Art Museum Timisoara,0.5,0.5,0.5,0.5,,
04813,Art Museum Timisoara,0.5,0.5,0.5,0.5,,
04901,Ormos House,0,0,0,0,,
04902,Ormos House,0,0,0,0,,
04903,Ormos House,0,0,0,0,,
04904,Ormos House,0.583333,0.583333,0.583333,0.444444,,
04905,Ormos House,1,1,1,0.558824,,
04906,Ormos House,1,1,1,0.571429,,
04907,Ormos House,1,1,1,1,,
04908,Ormos House,1,0.7,0.7,0.7,,
05001,Building 4 Str. Gen. E. Grigorescu,0,0,0,0,,
05002,Building 4 Str. Gen. E. Grigorescu,0,0,0,0,,
05101,Fabric Synagogue,0,0,0,0,,
05102,Fabric Synagogue,0,0,0,0,,
05103,Fabric Synagogue,0,0,0,0,,
05104,Fabric Synagogue,0,0,0.166667,0.166667,,
05105,Fabric Synagogue,0,0,0.142857,0.142857,,
05106,Fabric Synagogue,0,0,0,0,,
05107,Fabric Synagogue,0.5,0.5,0.377778,0.377778,,
05108,Fabric Synagogue,0,0,0,0,,
05201,Golden Stag Inn,0.5,0.5,0.5,0.302632,,
05202,Golden Stag Inn,0,0,0,0,,
05203,Golden Stag Inn,0,0,0,0,,
05204,Golden Stag Inn,0,0.25,0.25,0.183824,,
05205,Golden Stag Inn,0,0,0.0909091,0.0909091,,
05206,Golden Stag Inn,1,1,1,1,,
05207,Golden Stag Inn,0,0.25,0.25,0.25,,
05208,Golden Stag Inn,1,1,1,1,,
05209,Golden Stag Inn,0,0.25,0.25,0.25,,
05210,Golden Stag Inn,0,0,0,0,,
05301,Stefania Palace,0,0,0,0.0625,,
05302,Stefania Palace,0,0,0,0.047619,,
05303,Stefania Palace,0,0,0,0,,
05304,Stefania Palace,0,0,0,0.0588235,,
05305,Stefania Palace,0,0,0,0,,
05306,Stefania Palace,0,0,0,0,,
05307,Stefania Palace,0,0,0.142857,0.138095,,
05308,Stefania Palace,1,0.75,0.75,0.75,,
05309,Stefania Palace,1,1,1,0.571429,,
05310,Stefania Palace,1,1,1,1,,
05401,Neptun Palace,0,0.2,0.2,0.2,,
05402,Neptun Palace,0,0,0.1,0.1,,
05403,Neptun Palace,0,0,0,0,,
